sampleid,x,y
6117,576,1
6118,625,1
6119,657,1
6120,673,1
6121,285,1
6122,218,1
6123,996,1
6124,828,1
6125,772,1
6126,441,1
6127,670,1
6128,408,1
6129,138,1
6130,928,1
6131,959,1
6132,317,1
6133,1024,0
6134,846,1
6135,289,1
6136,858,1
6137,233,1
6138,714,1
6139,973,1
6140,933,1
6141,528,1
6142,729,1
6143,436,1
6144,258,1
6145,261,1
6146,287,1
6147,554,1
6148,545,1
6149,632,1
6150,563,1
6151,428,1
6152,179,1
6153,269,1
6154,163,1
6155,46,1
6156,155,1
6157,536,1
6158,450,1
6159,818,1
6160,83,1
6161,124,1
6162,32,1
6163,917,1
6164,642,1
6165,574,1
6166,429,1
6167,342,1
6168,282,1
6169,315,1
6170,77,1
6171,898,1
6172,763,1
6173,98,1
6174,663,1
6175,366,1
6176,351,1
6177,67,1
6178,1016,0
6179,945,1
6180,778,1
6181,891,1
6182,169,1
6183,889,1
6184,1025,0
6185,658,1
6186,913,1
6187,643,1
6188,142,1
6189,175,1
6190,729,1
6191,339,1
6192,293,1
6193,458,1
6194,584,1
6195,366,1
6196,23,1
6197,360,1
6198,117,1
6199,884,1
6200,973,1
6201,710,1
6202,684,1
6203,738,1
6204,576,1
6205,159,1
6206,395,1
6207,706,1
6208,552,1
6209,982,1
6210,895,1
6211,390,1
6212,689,1
6213,829,1
6214,834,1
6215,189,1
6216,50,1
6217,718,1
6218,464,1
6219,75,1
6220,502,1
6221,44,1
6222,24,1
6223,758,1
6224,836,1
6225,506,1
6226,899,1
6227,39,1
6228,749,1
6229,217,1
6230,715,1
6231,462,1
6232,353,1
6233,502,1
6234,606,1
6235,597,1
6236,545,1
6237,376,1
6238,29,1
6239,326,1
6240,764,1
6241,624,1
6242,1009,0
6243,475,1
6244,769,1
6245,709,1
6246,328,1
6247,463,1
6248,471,1
6249,883,1
6250,936,1
6251,471,1
6252,790,1
6253,784,1
6254,466,1
6255,88,1
6256,161,1
6257,926,1
6258,354,1
6259,642,1
6260,790,1
6261,100,1
6262,10,1
6263,197,1
6264,400,1
6265,79,1
6266,321,1
6267,636,1
6268,352,1
6269,956,1
6270,248,1
6271,389,1
6272,338,1
6273,196,1
6274,529,1
6275,278,1
6276,90,1
6277,679,1
6278,41,1
6279,293,1
6280,282,1
6281,926,1
6282,559,1
6283,579,1
6284,230,1
6285,840,1
6286,825,1
6287,387,1
6288,130,1
6289,170,1
6290,820,1
6291,552,1
6292,599,1
6293,960,1
6294,148,1
6295,250,1
6296,950,1
6297,225,1
6298,598,1
6299,284,1
6300,209,1
6301,751,1
6302,679,1
6303,559,1
6304,509,1
6305,518,1
6306,495,1
6307,833,1
6308,39,1
6309,442,1
6310,834,1
6311,247,1
6312,546,1
6313,236,1
6314,479,1
6315,283,1
6316,842,1
6317,95,1
6318,713,1
6319,318,1
6320,264,1
6321,803,1
6322,4,1
6323,427,1
6324,327,1
6325,843,1
6326,36,1
6327,373,1
6328,276,1
6329,734,1
6330,812,1
6331,845,1
6332,820,1
6333,411,1
6334,901,1
6335,498,1
6336,636,1
6337,788,1
6338,75,1
6339,409,1
6340,151,1
6341,413,1
6342,366,1
6343,226,1
6344,404,1
6345,349,1
6346,398,1
6347,597,1
6348,890,1
6349,468,1
6350,292,1
6351,860,1
6352,178,1
6353,251,1
6354,964,1
6355,187,1
6356,280,1
6357,311,1
6358,84,1
6359,188,1
6360,593,1
6361,497,1
6362,841,1
6363,43,1
6364,911,1
6365,244,1
6366,190,1
6367,225,1
6368,147,1
6369,758,1
6370,523,1
6371,733,1
6372,638,1
6373,448,1
6374,860,1
6375,211,1
6376,905,1
6377,581,1
6378,13,1
6379,685,1
6380,857,1
6381,838,1
6382,946,1
6383,793,1
6384,804,1
6385,270,1
6386,464,1
6387,528,1
6388,845,1
6389,523,1
6390,372,1
6391,864,1
6392,558,1
6393,38,1
6394,865,1
6395,216,1
6396,830,1
6397,523,1
6398,158,1
6399,888,1
6400,486,1
6401,727,1
6402,112,1
6403,125,1
6404,23,1
6405,537,1
6406,501,1
6407,174,1
6408,409,1
6409,935,1
6410,742,1
6411,426,1
6412,458,1
6413,167,1
6414,248,1
6415,219,1
6416,75,1
6417,239,1
6418,643,1
6419,90,1
6420,344,1
6421,842,1
6422,568,1
6423,928,1
6424,80,1
6425,792,1
6426,304,1
6427,718,1
6428,173,1
6429,509,1
6430,600,1
6431,429,1
6432,891,1
6433,861,1
6434,890,1
6435,879,1
6436,282,1
6437,114,1
6438,623,1
6439,122,1
6440,385,1
6441,421,1
6442,981,1
6443,570,1
6444,68,1
6445,701,1
6446,362,1
6447,769,1
6448,596,1
6449,525,1
6450,203,1
6451,659,1
6452,675,1
6453,472,1
6454,627,1
6455,163,1
6456,986,1
6457,898,1
6458,562,1
6459,960,1
6460,956,1
6461,431,1
6462,235,1
6463,467,1
6464,428,1
6465,859,1
6466,972,1
6467,21,1
6468,777,1
6469,326,1
6470,313,1
6471,316,1
6472,885,1
6473,434,1
6474,750,1
6475,425,1
6476,655,1
6477,347,1
6478,113,1
6479,227,1
6480,210,1
6481,85,1
6482,634,1
6483,588,1
6484,746,1
6485,903,1
6486,194,1
6487,104,1
6488,814,1
6489,56,1
6490,168,1
6491,292,1
6492,426,1
6493,458,1
6494,241,1
6495,124,1
6496,867,1
6497,200,1
6498,822,1
6499,20,1
6500,247,1
6501,623,1
6502,140,1
6503,765,1
6504,648,1
6505,792,1
6506,554,1
6507,389,1
6508,158,1
6509,448,1
6510,217,1
6511,620,1
6512,528,1
6513,725,1
6514,989,1
6515,897,1
6516,66,1
6517,901,1
6518,469,1
6519,713,1
6520,825,1
6521,988,1
6522,462,1
6523,637,1
6524,73,1
6525,291,1
6526,812,1
6527,582,1
6528,260,1
6529,505,1
6530,745,1
6531,491,1
6532,707,1
6533,49,1
6534,932,1
6535,314,1
6536,926,1
6537,930,1
6538,579,1
6539,482,1
6540,49,1
6541,57,1
6542,941,1
6543,55,1
6544,270,1
6545,903,1
6546,763,1
6547,752,1
6548,354,1
6549,494,1
6550,517,1
6551,575,1
6552,113,1
6553,129,1
6554,434,1
6555,947,1
6556,926,1
6557,166,1
6558,393,1
6559,157,1
6560,571,1
6561,369,1
6562,876,1
6563,873,1
6564,903,1
6565,386,1
6566,903,1
6567,369,1
6568,58,1
6569,818,1
6570,292,1
6571,455,1
6572,598,1
6573,354,1
6574,398,1
6575,675,1
6576,855,1
6577,314,1
6578,1012,0
6579,767,1
6580,361,1
6581,761,1
6582,98,1
6583,627,1
6584,510,1
6585,951,1
6586,540,1
6587,619,1
6588,161,1
6589,365,1
6590,451,1
6591,356,1
6592,886,1
6593,20,1
6594,973,1
6595,636,1
6596,899,1
6597,130,1
6598,376,1
6599,1004,0
6600,876,1
6601,689,1
6602,510,1
6603,701,1
6604,85,1
6605,831,1
6606,818,1
6607,74,1
6608,309,1
6609,870,1
6610,262,1
6611,358,1
6612,449,1
6613,368,1
6614,727,1
6615,21,1
6616,13,1
6617,224,1
6618,401,1
6619,809,1
6620,824,1
6621,221,1
6622,149,1
6623,708,1
6624,887,1
6625,503,1
6626,155,1
6627,312,1
6628,994,1
6629,854,1
6630,869,1
6631,423,1
6632,71,1
6633,924,1
6634,855,1
6635,415,1
6636,791,1
6637,631,1
6638,105,1
6639,952,1
6640,1011,0
6641,588,1
6642,195,1
6643,308,1
6644,691,1
6645,454,1
6646,974,1
6647,108,1
6648,512,1
6649,885,1
6650,662,1
6651,547,1
6652,603,1
6653,757,1
6654,604,1
6655,651,1
6656,728,1
6657,372,1
6658,461,1
6659,447,1
6660,365,1
6661,890,1
6662,520,1
6663,105,1
6664,658,1
6665,72,1
6666,346,1
6667,288,1
6668,359,1
6669,812,1
6670,549,1
6671,300,1
6672,394,1
6673,213,1
6674,914,1
6675,607,1
6676,179,1
6677,942,1
6678,165,1
6679,908,1
6680,624,1
6681,499,1
6682,182,1
6683,423,1
6684,403,1
6685,121,1
6686,819,1
6687,427,1
6688,771,1
6689,1020,0
6690,876,1
6691,243,1
6692,529,1
6693,330,1
6694,368,1
6695,547,1
6696,331,1
6697,313,1
6698,114,1
6699,520,1
6700,899,1
6701,286,1
6702,487,1
6703,963,1
6704,740,1
6705,728,1
6706,310,1
6707,612,1
6708,311,1
6709,369,1
6710,409,1
6711,357,1
6712,292,1
6713,1007,0
6714,482,1
6715,439,1
6716,1017,0
6717,468,1
6718,727,1
6719,846,1
6720,413,1
6721,138,1
6722,470,1
6723,450,1
6724,494,1
6725,94,1
6726,667,1
6727,145,1
6728,503,1
6729,279,1
6730,555,1
6731,885,1
6732,761,1
6733,687,1
6734,112,1
6735,65,1
6736,587,1
6737,73,1
6738,957,1
6739,129,1
6740,167,1
6741,418,1
6742,185,1
6743,1003,0
6744,580,1
6745,1013,0
6746,615,1
6747,886,1
6748,59,1
6749,549,1
6750,799,1
6751,729,1
6752,425,1
6753,768,1
6754,252,1
6755,767,1
6756,563,1
6757,332,1
6758,626,1
6759,510,1
6760,220,1
6761,64,1
6762,59,1
6763,32,1
6764,302,1
6765,917,1
6766,734,1
6767,138,1
6768,705,1
6769,909,1
6770,677,1
6771,402,1
6772,142,1
6773,719,1
6774,342,1
6775,576,1
6776,796,1
6777,820,1
6778,546,1
6779,963,1
6780,410,1
6781,327,1
6782,854,1
6783,865,1
6784,6,1
6785,819,1
6786,771,1
6787,892,1
6788,170,1
6789,905,1
6790,461,1
6791,783,1
6792,1000,1
6793,163,1
6794,638,1
6795,805,1
6796,522,1
6797,891,1
6798,877,1
6799,950,1
6800,754,1
6801,54,1
6802,151,1
6803,459,1
6804,48,1
6805,203,1
6806,51,1
6807,614,1
6808,39,1
6809,79,1
6810,844,1
6811,473,1
6812,20,1
6813,121,1
6814,714,1
6815,53,1
6816,87,1
6817,188,1
6818,713,1
6819,177,1
6820,531,1
6821,364,1
6822,994,1
6823,529,1
6824,951,1
6825,485,1
6826,151,1
6827,212,1
6828,764,1
6829,561,1
6830,734,1
6831,826,1
6832,769,1
6833,435,1
6834,817,1
6835,474,1
6836,1003,0
6837,609,1
6838,472,1
6839,734,1
6840,910,1
6841,139,1
6842,77,1
6843,22,1
6844,937,1
6845,915,1
6846,477,1
6847,1,1
6848,579,1
6849,367,1
6850,667,1
6851,759,1
6852,220,1
6853,128,1
6854,760,1
6855,793,1
6856,908,1
6857,642,1
6858,716,1
6859,812,1
6860,860,1
6861,92,1
6862,290,1
6863,621,1
6864,187,1
6865,412,1
6866,714,1
6867,431,1
6868,745,1
6869,613,1
6870,21,1
6871,715,1
6872,160,1
6873,286,1
6874,401,1
6875,1008,0
6876,317,1
6877,849,1
6878,101,1
6879,636,1
6880,817,1
6881,626,1
6882,312,1
6883,61,1
6884,724,1
6885,141,1
6886,219,1
6887,798,1
6888,260,1
6889,759,1
6890,619,1
6891,563,1
6892,460,1
6893,527,1
6894,540,1
6895,647,1
6896,30,1
6897,482,1
6898,294,1
6899,881,1
6900,107,1
6901,657,1
6902,863,1
6903,507,1
6904,305,1
6905,217,1
6906,585,1
6907,249,1
6908,584,1
6909,737,1
6910,879,1
6911,38,1
6912,79,1
6913,945,1
6914,119,1
6915,635,1
6916,390,1
6917,844,1
6918,746,1
6919,505,1
6920,756,1
6921,581,1
6922,213,1
6923,629,1
6924,358,1
6925,951,1
6926,186,1
6927,307,1
6928,509,1
6929,447,1
6930,857,1
6931,725,1
6932,980,1
6933,113,1
6934,108,1
6935,250,1
6936,166,1
6937,576,1
6938,226,1
6939,334,1
6940,232,1
6941,830,1
6942,998,1
6943,47,1
6944,31,1
6945,830,1
6946,465,1
6947,916,1
6948,537,1
6949,423,1
6950,205,1
6951,376,1
6952,644,1
6953,977,1
6954,726,1
6955,599,1
6956,158,1
6957,814,1
6958,260,1
6959,130,1
6960,612,1
6961,225,1
6962,640,1
6963,915,1
6964,58,1
6965,168,1
6966,555,1
6967,637,1
6968,520,1
6969,308,1
6970,714,1
6971,750,1
6972,168,1
6973,158,1
6974,925,1
6975,7,1
6976,38,1
6977,577,1
6978,393,1
6979,789,1
6980,994,1
6981,384,1
6982,516,1
6983,367,1
6984,132,1
6985,728,1
6986,114,1
6987,336,1
6988,536,1
6989,752,1
6990,958,1
6991,925,1
6992,1000,1
6993,780,1
6994,522,1
6995,44,1
6996,992,1
6997,668,1
6998,725,1
6999,703,1
7000,124,1
7001,367,1
7002,810,1
7003,572,1
7004,348,1
7005,578,1
7006,286,1
7007,823,1
7008,11,1
7009,191,1
7010,23,1
7011,831,1
7012,890,1
7013,573,1
7014,982,1
7015,82,1
7016,1024,0
7017,401,1
7018,21,1
7019,958,1
7020,884,1
7021,850,1
7022,79,1
7023,978,1
7024,606,1
7025,958,1
7026,139,1
7027,945,1
7028,962,1
7029,627,1
7030,474,1
7031,506,1
7032,532,1
7033,210,1
7034,383,1
7035,630,1
7036,214,1
7037,862,1
7038,102,1
7039,832,1
7040,23,1
7041,26,1
7042,412,1
7043,76,1
7044,704,1
7045,98,1
7046,640,1
7047,581,1
7048,688,1
7049,551,1
7050,762,1
7051,783,1
7052,844,1
7053,396,1
7054,914,1
7055,926,1
7056,105,1
7057,725,1
7058,874,1
7059,617,1
7060,664,1
7061,407,1
7062,962,1
7063,582,1
7064,607,1
7065,873,1
7066,864,1
7067,416,1
7068,584,1
7069,77,1
7070,183,1
7071,540,1
7072,728,1
7073,399,1
7074,310,1
7075,521,1
7076,879,1
7077,906,1
7078,373,1
7079,383,1
7080,730,1
7081,670,1
7082,473,1
7083,395,1
7084,839,1
7085,17,1
7086,771,1
7087,642,1
7088,517,1
7089,727,1
7090,589,1
7091,632,1
7092,511,1
7093,564,1
7094,93,1
7095,1017,0
7096,722,1
7097,431,1
7098,548,1
7099,205,1
7100,945,1
7101,142,1
7102,835,1
7103,523,1
7104,201,1
7105,986,1
7106,109,1
7107,206,1
7108,915,1
7109,847,1
7110,418,1
7111,572,1
7112,90,1
7113,958,1
7114,866,1
7115,809,1
7116,289,1
7117,767,1
7118,90,1
7119,328,1
7120,187,1
7121,552,1
7122,907,1
7123,811,1
7124,84,1
7125,770,1
7126,935,1
7127,493,1
7128,643,1
7129,116,1
7130,656,1
7131,286,1
7132,156,1
7133,206,1
7134,224,1
7135,923,1
7136,167,1
7137,529,1
7138,939,1
7139,780,1
7140,371,1
7141,738,1
7142,809,1
7143,990,1
7144,974,1
7145,162,1
7146,811,1
7147,959,1
7148,92,1
7149,483,1
7150,839,1
7151,567,1
7152,686,1
7153,279,1
7154,600,1
7155,982,1
7156,604,1
7157,204,1
7158,880,1
7159,461,1
7160,705,1
7161,1002,0
7162,966,1
7163,635,1
7164,843,1
7165,816,1
7166,596,1
7167,876,1
7168,959,1
7169,1005,0
7170,823,1
7171,531,1
7172,418,1
7173,213,1
7174,164,1
7175,477,1
7176,451,1
7177,115,1
7178,455,1
7179,249,1
7180,211,1
7181,891,1
7182,1009,0
7183,635,1
7184,434,1
7185,35,1
7186,408,1
7187,640,1
7188,638,1
7189,214,1
7190,210,1
7191,578,1
7192,165,1
7193,374,1
7194,34,1
7195,48,1
7196,247,1
7197,680,1
7198,324,1
7199,539,1
7200,370,1
7201,297,1
7202,97,1
7203,801,1
7204,248,1
7205,550,1
7206,356,1
7207,295,1
7208,828,1
7209,572,1
7210,113,1
7211,471,1
7212,174,1
7213,118,1
7214,804,1
7215,196,1
7216,45,1
7217,841,1
7218,742,1
7219,68,1
7220,544,1
7221,396,1
7222,685,1
7223,381,1
7224,46,1
7225,321,1
7226,358,1
7227,314,1
7228,507,1
7229,622,1
7230,881,1
7231,284,1
7232,312,1
7233,694,1
7234,1002,0
7235,860,1
7236,27,1
7237,711,1
7238,955,1
7239,620,1
7240,925,1
7241,426,1
7242,195,1
7243,764,1
7244,615,1
7245,148,1
7246,885,1
7247,90,1
7248,867,1
7249,607,1
7250,585,1
7251,162,1
7252,887,1
7253,933,1
7254,585,1
7255,811,1
7256,931,1
7257,317,1
7258,108,1
7259,990,1
7260,854,1
7261,677,1
7262,673,1
7263,167,1
7264,508,1
7265,613,1
7266,571,1
7267,666,1
7268,503,1
7269,891,1
7270,309,1
7271,306,1
7272,249,1
7273,399,1
7274,50,1
7275,911,1
7276,997,1
7277,167,1
7278,533,1
7279,16,1
7280,177,1
7281,979,1
7282,198,1
7283,287,1
7284,19,1
7285,226,1
7286,840,1
7287,876,1
7288,726,1
7289,105,1
7290,423,1
7291,348,1
7292,405,1
7293,5,1
7294,809,1
7295,942,1
7296,1007,0
7297,682,1
7298,286,1
7299,593,1
7300,504,1
7301,534,1
7302,178,1
7303,373,1
7304,638,1
7305,477,1
7306,755,1
7307,884,1
7308,472,1
7309,581,1
7310,475,1
7311,753,1
7312,941,1
7313,101,1
7314,105,1
7315,68,1
7316,303,1
7317,938,1
7318,72,1
7319,76,1
7320,229,1
7321,12,1
7322,420,1
7323,38,1
7324,753,1
7325,965,1
7326,574,1
7327,361,1
7328,161,1
7329,862,1
7330,876,1
7331,520,1
7332,112,1
7333,428,1
7334,270,1
7335,578,1
7336,267,1
7337,216,1
7338,527,1
7339,81,1
7340,367,1
7341,118,1
7342,56,1
7343,968,1
7344,765,1
7345,620,1
7346,974,1
7347,5,1
7348,695,1
7349,457,1
7350,11,1
7351,192,1
7352,301,1
7353,766,1
7354,976,1
7355,54,1
7356,742,1
7357,886,1
7358,843,1
7359,786,1
7360,790,1
7361,406,1
7362,872,1
7363,155,1
7364,825,1
7365,282,1
7366,384,1
7367,393,1
7368,685,1
7369,399,1
7370,26,1
7371,855,1
7372,157,1
7373,529,1
7374,455,1
7375,193,1
7376,359,1
7377,607,1
7378,483,1
7379,696,1
7380,403,1
7381,702,1
7382,1010,0
7383,497,1
7384,144,1
7385,443,1
7386,786,1
7387,351,1
7388,372,1
7389,684,1
7390,237,1
7391,888,1
7392,809,1
7393,266,1
7394,627,1
7395,8,1
7396,73,1
7397,82,1
7398,202,1
7399,601,1
7400,297,1
7401,4,1
7402,962,1
7403,887,1
7404,38,1
7405,430,1
7406,279,1
7407,650,1
7408,384,1
7409,940,1
7410,141,1
7411,980,1
7412,775,1
7413,868,1
7414,784,1
7415,5,1
7416,769,1
7417,576,1
7418,337,1
7419,295,1
7420,685,1
7421,789,1
7422,181,1
7423,207,1
7424,766,1
7425,791,1
7426,957,1
7427,464,1
7428,145,1
7429,779,1
7430,414,1
7431,966,1
7432,998,1
7433,953,1
7434,274,1
7435,372,1
7436,77,1
7437,693,1
7438,293,1
7439,992,1
7440,880,1
7441,309,1
7442,790,1
7443,295,1
7444,150,1
7445,380,1
7446,543,1
7447,737,1
7448,849,1
7449,468,1
7450,253,1
7451,415,1
7452,685,1
7453,498,1
7454,756,1
7455,276,1
7456,371,1
7457,644,1
7458,960,1
7459,906,1
7460,240,1
7461,996,1
7462,478,1
7463,711,1
7464,180,1
7465,140,1
7466,161,1
7467,943,1
7468,318,1
7469,430,1
7470,418,1
7471,518,1
7472,337,1
7473,782,1
7474,836,1
7475,753,1
7476,786,1
7477,928,1
7478,636,1
7479,447,1
7480,938,1
7481,602,1
7482,351,1
7483,659,1
7484,956,1
7485,438,1
7486,103,1
7487,430,1
7488,94,1
7489,750,1
7490,816,1
7491,626,1
7492,731,1
7493,485,1
7494,142,1
7495,810,1
7496,353,1
7497,434,1
7498,620,1
7499,147,1
7500,861,1
7501,350,1
7502,289,1
7503,145,1
7504,151,1
7505,595,1
7506,638,1
7507,806,1
7508,254,1
7509,332,1
7510,332,1
7511,545,1
7512,937,1
7513,357,1
7514,988,1
7515,425,1
7516,115,1
7517,619,1
7518,205,1
7519,841,1
7520,773,1
7521,699,1
7522,218,1
7523,479,1
7524,384,1
7525,377,1
7526,469,1
7527,249,1
7528,283,1
7529,322,1
7530,280,1
7531,58,1
7532,148,1
7533,330,1
7534,684,1
7535,688,1
7536,711,1
7537,370,1
7538,585,1
7539,210,1
7540,371,1
7541,558,1
7542,316,1
7543,201,1
7544,301,1
7545,346,1
7546,549,1
7547,43,1
7548,502,1
7549,136,1
7550,407,1
7551,69,1
7552,211,1
7553,421,1
7554,459,1
7555,566,1
7556,545,1
7557,758,1
7558,394,1
7559,91,1
7560,173,1
7561,668,1
7562,9,1
7563,368,1
7564,806,1
7565,445,1
7566,203,1
7567,306,1
7568,746,1
7569,649,1
7570,753,1
7571,574,1
7572,138,1
7573,839,1
7574,236,1
7575,925,1
7576,122,1
7577,477,1
7578,98,1
7579,1000,1
7580,218,1
7581,514,1
7582,677,1
7583,719,1
7584,171,1
7585,261,1
7586,739,1
7587,934,1
7588,674,1
7589,691,1
7590,313,1
7591,348,1
7592,874,1
7593,584,1
7594,601,1
7595,294,1
7596,665,1
7597,810,1
7598,693,1
7599,871,1
7600,829,1
7601,691,1
7602,910,1
7603,618,1
7604,414,1
7605,307,1
7606,780,1
7607,510,1
7608,727,1
7609,394,1
7610,300,1
7611,255,1
7612,875,1
7613,361,1
7614,250,1
7615,846,1
7616,764,1
7617,158,1
7618,755,1
7619,1020,0
7620,642,1
7621,904,1
7622,303,1
7623,493,1
7624,113,1
7625,273,1
7626,692,1
7627,376,1
7628,767,1
7629,886,1
7630,354,1
7631,771,1
7632,92,1
7633,383,1
7634,680,1
7635,460,1
7636,182,1
7637,311,1
7638,372,1
7639,468,1
7640,804,1
7641,476,1
7642,818,1
7643,553,1
7644,77,1
7645,791,1
7646,436,1
7647,136,1
7648,513,1
7649,986,1
7650,1006,0
7651,205,1
7652,44,1
7653,501,1
7654,81,1
7655,609,1
7656,803,1
7657,891,1
7658,37,1
7659,28,1
7660,281,1
7661,779,1
7662,937,1
7663,322,1
7664,422,1
7665,281,1
7666,691,1
7667,415,1
7668,188,1
7669,651,1
7670,162,1
7671,288,1
7672,785,1
7673,199,1
7674,336,1
7675,853,1
7676,243,1
7677,732,1
7678,306,1
7679,446,1
7680,661,1
7681,244,1
7682,499,1
7683,100,1
7684,517,1
7685,196,1
7686,877,1
7687,22,1
7688,357,1
7689,1018,0
7690,881,1
7691,176,1
7692,494,1
7693,552,1
7694,752,1
7695,934,1
7696,906,1
7697,1022,0
7698,431,1
7699,881,1
7700,12,1
7701,738,1
7702,484,1
7703,959,1
7704,443,1
7705,918,1
7706,448,1
7707,992,1
7708,851,1
7709,242,1
7710,257,1
7711,36,1
7712,234,1
7713,497,1
7714,249,1
7715,538,1
7716,881,1
7717,688,1
7718,964,1
7719,563,1
7720,234,1
7721,4,1
7722,569,1
7723,559,1
7724,388,1
7725,1025,0
7726,796,1
7727,748,1
7728,530,1
7729,40,1
7730,68,1
7731,685,1
7732,301,1
7733,242,1
7734,599,1
7735,102,1
7736,633,1
7737,740,1
7738,801,1
7739,274,1
7740,230,1
7741,322,1
7742,972,1
7743,511,1
7744,477,1
7745,1019,0
7746,847,1
7747,71,1
7748,71,1
7749,709,1
7750,685,1
7751,242,1
7752,201,1
7753,330,1
7754,433,1
7755,951,1
7756,579,1
7757,521,1
7758,736,1
7759,362,1
7760,992,1
7761,287,1
7762,349,1
7763,712,1
7764,292,1
7765,942,1
7766,1016,0
7767,851,1
7768,218,1
7769,824,1
7770,859,1
7771,66,1
7772,727,1
7773,319,1
7774,453,1
7775,100,1
7776,546,1
7777,267,1
7778,585,1
7779,135,1
7780,1023,0
7781,158,1
7782,282,1
7783,832,1
7784,872,1
7785,960,1
7786,565,1
7787,603,1
7788,909,1
7789,525,1
7790,256,1
7791,868,1
7792,873,1
7793,822,1
7794,433,1
7795,659,1
7796,347,1
7797,913,1
7798,733,1
7799,759,1
7800,604,1
7801,196,1
7802,308,1
7803,989,1
7804,489,1
7805,809,1
7806,517,1
7807,888,1
7808,823,1
7809,113,1
7810,901,1
7811,227,1
7812,61,1
7813,863,1
7814,623,1
7815,532,1
7816,443,1
7817,238,1
7818,564,1
7819,534,1
7820,214,1
7821,725,1
7822,171,1
7823,740,1
7824,592,1
7825,157,1
7826,243,1
7827,222,1
7828,303,1
7829,567,1
7830,340,1
7831,670,1
7832,233,1
7833,831,1
7834,272,1
7835,941,1
7836,544,1
7837,995,1
7838,284,1
7839,399,1
7840,705,1
7841,638,1
7842,815,1
7843,1003,0
7844,388,1
7845,332,1
7846,534,1
7847,529,1
7848,506,1
7849,830,1
7850,658,1
7851,222,1
7852,812,1
7853,597,1
7854,419,1
7855,373,1
7856,490,1
7857,727,1
7858,44,1
7859,50,1
7860,725,1
7861,745,1
7862,707,1
7863,340,1
7864,699,1
7865,744,1
7866,21,1
7867,436,1
7868,476,1
7869,135,1
7870,567,1
7871,888,1
7872,65,1
7873,33,1
7874,650,1
7875,673,1
7876,271,1
7877,480,1
7878,656,1
7879,428,1
7880,730,1
7881,611,1
7882,402,1
7883,463,1
7884,443,1
7885,407,1
7886,422,1
7887,998,1
7888,248,1
7889,506,1
7890,968,1
7891,167,1
7892,70,1
7893,357,1
7894,285,1
7895,568,1
7896,416,1
7897,475,1
7898,998,1
7899,730,1
7900,868,1
7901,273,1
7902,205,1
7903,887,1
7904,595,1
7905,673,1
7906,477,1
7907,503,1
7908,17,1
7909,519,1
7910,943,1
7911,512,1
7912,818,1
7913,626,1
7914,175,1
7915,862,1
7916,81,1
7917,464,1
7918,615,1
7919,821,1
7920,543,1
7921,198,1
7922,887,1
7923,316,1
7924,40,1
7925,537,1
7926,664,1
7927,994,1
7928,459,1
7929,716,1
7930,185,1
7931,894,1
7932,820,1
7933,72,1
7934,710,1
7935,668,1
7936,10,1
7937,599,1
7938,1,1
7939,202,1
7940,528,1
7941,879,1
7942,776,1
7943,341,1
7944,982,1
7945,704,1
7946,483,1
7947,794,1
7948,376,1
7949,823,1
7950,659,1
7951,853,1
7952,759,1
7953,10,1
7954,746,1
7955,179,1
7956,592,1
7957,201,1
7958,502,1
7959,793,1
7960,723,1
7961,813,1
7962,365,1
7963,823,1
7964,962,1
7965,609,1
7966,458,1
7967,948,1
7968,66,1
7969,590,1
7970,338,1
7971,644,1
7972,955,1
7973,322,1
7974,136,1
7975,326,1
7976,845,1
7977,417,1
7978,622,1
7979,866,1
7980,537,1
7981,834,1
7982,596,1
7983,940,1
7984,798,1
7985,897,1
7986,343,1
7987,609,1
7988,632,1
7989,477,1
7990,294,1
7991,912,1
7992,182,1
7993,487,1
7994,593,1
7995,379,1
7996,767,1
7997,276,1
7998,934,1
7999,264,1
8000,395,1
8001,475,1
8002,87,1
8003,492,1
8004,199,1
8005,619,1
8006,544,1
8007,756,1
8008,324,1
8009,896,1
8010,744,1
8011,826,1
8012,311,1
8013,587,1
8014,351,1
8015,474,1
8016,102,1
8017,1011,0
8018,471,1
8019,937,1
8020,266,1
8021,64,1
8022,642,1
8023,506,1
8024,550,1
8025,883,1
8026,857,1
8027,114,1
8028,405,1
8029,761,1
8030,276,1
8031,776,1
8032,182,1
8033,917,1
8034,737,1
8035,562,1
8036,806,1
8037,516,1
8038,420,1
8039,639,1
8040,438,1
8041,805,1
8042,602,1
8043,946,1
8044,272,1
8045,176,1
8046,555,1
8047,796,1
8048,798,1
8049,313,1
8050,581,1
8051,248,1
8052,15,1
8053,217,1
8054,27,1
8055,880,1
8056,159,1
8057,395,1
8058,639,1
8059,390,1
8060,405,1
8061,89,1
8062,435,1
8063,318,1
8064,663,1
8065,525,1
8066,702,1
8067,50,1
8068,542,1
8069,326,1
8070,850,1
8071,278,1
8072,443,1
8073,99,1
8074,103,1
8075,988,1
8076,494,1
8077,853,1
8078,851,1
8079,919,1
8080,165,1
8081,21,1
8082,103,1
8083,453,1
8084,214,1
8085,988,1
8086,269,1
8087,919,1
8088,580,1
8089,595,1
8090,672,1
8091,339,1
8092,538,1
8093,164,1
8094,323,1
8095,748,1
8096,187,1
8097,588,1
8098,113,1
8099,468,1
8100,829,1
8101,1024,0
8102,862,1
8103,672,1
8104,12,1
8105,674,1
8106,897,1
8107,757,1
8108,270,1
8109,187,1
